testing with
  lockable items: 10000
  threads       : 9
  transactions  : 100000
  refs per tx   : 20

record init required 0 msec

RACE FOUND!, TX 0  item 8021
RACE FOUND!, TX 0  item 1157
RACE FOUND!, TX 0  item 1157
RACE FOUND!, TX 0  item 5448
RACE FOUND!, TX 0  item 5448
RACE FOUND!, TX 0  item 9200
RACE FOUND!, TX 0  item 4364
RACE FOUND!, TX 0  item 4586
RACE FOUND!, TX 0  item 4586
RACE FOUND!, TX 0  item 8058
RACE FOUND!, TX 0  item 9260
RACE FOUND!, TX 0  item 8377
RACE FOUND!, TX 0  item 4941
RACE FOUND!, TX 0  item 9378
RACE FOUND!, TX 0  item 2173
RACE FOUND!, TX 0  item 2173
RACE FOUND!, TX 0  item 7398
RACE FOUND!, TX 0  item 4308
RACE FOUND!, TX 0  item 1520
RACE FOUND!, TX 0  item 7902
RACE FOUND!, TX 0  item 3699
RACE FOUND!, TX 0  item 2401
RACE FOUND!, TX 0  item 1838
RACE FOUND!, TX 0  item 1817
RACE FOUND!, TX 0  item 1215
RACE FOUND!, TX 0  item 650
RACE FOUND!, TX 0  item 2167
RACE FOUND!, TX 0  item 8313
RACE FOUND!, TX 0  item 7569
RACE FOUND!, TX 0  item 3574
RACE FOUND!, TX 0  item 2979
RACE FOUND!, TX 0  item 2979
RACE FOUND!, TX 0  item 7282
RACE FOUND!, TX 0  item 7282
RACE FOUND!, TX 0  item 6471
RACE FOUND!, TX 0  item 9032
RACE FOUND!, TX 0  item 368
RACE FOUND!, TX 0  item 6323
RACE FOUND!, TX 0  item 9406
RACE FOUND!, TX 0  item 555
RACE FOUND!, TX 0  item 6264
RACE FOUND!, TX 0  item 4589
RACE FOUND!, TX 0  item 9033
RACE FOUND!, TX 0  item 9033
RACE FOUND!, TX 0  item 6229
RACE FOUND!, TX 0  item 2829
RACE FOUND!, TX 0  item 2008
RACE FOUND!, TX 0  item 6712
RACE FOUND!, TX 0  item 7181
RACE FOUND!, TX 0  item 9416
RACE FOUND!, TX 0  item 9101
RACE FOUND!, TX 0  item 5458
RACE FOUND!, TX 0  item 6355
RACE FOUND!, TX 0  item 6223
RACE FOUND!, TX 0  item 6223
RACE FOUND!, TX 0  item 236
RACE FOUND!, TX 0  item 9390
RACE FOUND!, TX 0  item 3706
RACE FOUND!, TX 0  item 215
RACE FOUND!, TX 0  item 1995
RACE FOUND!, TX 0  item 7543
RACE FOUND!, TX 0  item 8294
RACE FOUND!, TX 0  item 7538
RACE FOUND!, TX 0  item 6831
RACE FOUND!, TX 0  item 9881
RACE FOUND!, TX 0  item 1888
RACE FOUND!, TX 0  item 948
RACE FOUND!, TX 0  item 4247
RACE FOUND!, TX 0  item 7904
RACE FOUND!, TX 0  item 6475
RACE FOUND!, TX 0  item 6169
RACE FOUND!, TX 0  item 6169
RACE FOUND!, TX 0  item 6617
RACE FOUND!, TX 0  item 6617
RACE FOUND!, TX 0  item 9904
RACE FOUND!, TX 0  item 9027
RACE FOUND!, TX 0  item 4424
RACE FOUND!, TX 0  item 7655
RACE FOUND!, TX 0  item 2909
RACE FOUND!, TX 0  item 4566
RACE FOUND!, TX 0  item 3578
RACE FOUND!, TX 0  item 1514
RACE FOUND!, TX 0  item 1514
RACE FOUND!, TX 0  item 8992
RACE FOUND!, TX 0  item 483
RACE FOUND!, TX 0  item 2094
RACE FOUND!, TX 0  item 8249
RACE FOUND!, TX 0  item 3117
RACE FOUND!, TX 0  item 2132
RACE FOUND!, TX 0  item 6112
RACE FOUND!, TX 0  item 8024
RACE FOUND!, TX 0  item 3574
RACE FOUND!, TX 0  item 8044
RACE FOUND!, TX 0  item 8044
RACE FOUND!, TX 0  item 1480
RACE FOUND!, TX 0  item 7824
RACE FOUND!, TX 0  item 7824
RACE FOUND!, TX 0  item 1885
RACE FOUND!, TX 0  item 9820
RACE FOUND!, TX 0  item 4845
RACE FOUND!, TX 0  item 7558
RACE FOUND!, TX 0  item 6093
RACE FOUND!, TX 0  item 6093
RACE FOUND!, TX 0  item 3300
RACE FOUND!, TX 0  item 3300
RACE FOUND!, TX 0  item 1071
RACE FOUND!, TX 0  item 8054
RACE FOUND!, TX 0  item 9625
RACE FOUND!, TX 0  item 8045
RACE FOUND!, TX 0  item 9202
RACE FOUND!, TX 0  item 5635
RACE FOUND!, TX 0  item 2904
RACE FOUND!, TX 0  item 8376
RACE FOUND!, TX 0  item 8376
RACE FOUND!, TX 0  item 6526
RACE FOUND!, TX 0  item 8031
RACE FOUND!, TX 0  item 57
RACE FOUND!, TX 0  item 6404
RACE FOUND!, TX 0  item 8893
RACE FOUND!, TX 0  item 3924
RACE FOUND!, TX 0  item 4105
RACE FOUND!, TX 0  item 4725
RACE FOUND!, TX 0  item 2604
RACE FOUND!, TX 0  item 355
RACE FOUND!, TX 0  item 1980
RACE FOUND!, TX 0  item 9997
RACE FOUND!, TX 0  item 8169
RACE FOUND!, TX 0  item 8169
RACE FOUND!, TX 0  item 4988
RACE FOUND!, TX 0  item 4988
RACE FOUND!, TX 0  item 2285
RACE FOUND!, TX 0  item 6314
RACE FOUND!, TX 0  item 6314
RACE FOUND!, TX 0  item 7853
RACE FOUND!, TX 0  item 3504
RACE FOUND!, TX 0  item 3504
RACE FOUND!, TX 0  item 7440
RACE FOUND!, TX 0  item 1000
RACE FOUND!, TX 0  item 1000
RACE FOUND!, TX 0  item 8441
RACE FOUND!, TX 0  item 6893
RACE FOUND!, TX 0  item 9816
RACE FOUND!, TX 0  item 672
RACE FOUND!, TX 0  item 7882
RACE FOUND!, TX 0  item 3972
RACE FOUND!, TX 0  item 3972
RACE FOUND!, TX 0  item 6732
RACE FOUND!, TX 0  item 4910
RACE FOUND!, TX 0  item 9837
RACE FOUND!, TX 0  item 7143
RACE FOUND!, TX 0  item 7143
RACE FOUND!, TX 0  item 5494
RACE FOUND!, TX 0  item 3823
RACE FOUND!, TX 0  item 2996
RACE FOUND!, TX 0  item 902
RACE FOUND!, TX 0  item 5375
RACE FOUND!, TX 0  item 2504
RACE FOUND!, TX 0  item 5835
RACE FOUND!, TX 0  item 3276
RACE FOUND!, TX 0  item 7332
RACE FOUND!, TX 0  item 795
RACE FOUND!, TX 0  item 972
RACE FOUND!, TX 0  item 2524
RACE FOUND!, TX 0  item 1738
RACE FOUND!, TX 0  item 6774
RACE FOUND!, TX 0  item 6774
RACE FOUND!, TX 0  item 3070
RACE FOUND!, TX 0  item 39
RACE FOUND!, TX 0  item 9275
RACE FOUND!, TX 0  item 1746
RACE FOUND!, TX 0  item 1746
RACE FOUND!, TX 0  item 1905
RACE FOUND!, TX 0  item 9567
RACE FOUND!, TX 0  item 5790
RACE FOUND!, TX 0  item 8779
RACE FOUND!, TX 0  item 6937
RACE FOUND!, TX 0  item 6937
RACE FOUND!, TX 0  item 2549
RACE FOUND!, TX 0  item 7660
RACE FOUND!, TX 0  item 6582
RACE FOUND!, TX 0  item 7147
RACE FOUND!, TX 0  item 5199
RACE FOUND!, TX 0  item 9341
RACE FOUND!, TX 0  item 7181
RACE FOUND!, TX 0  item 1644
RACE FOUND!, TX 0  item 9857
RACE FOUND!, TX 0  item 8201
RACE FOUND!, TX 0  item 1264
RACE FOUND!, TX 0  item 9894
RACE FOUND!, TX 0  item 1447
RACE FOUND!, TX 0  item 4837
RACE FOUND!, TX 0  item 177
RACE FOUND!, TX 0  item 1800
RACE FOUND!, TX 0  item 2753
RACE FOUND!, TX 0  item 4328
RACE FOUND!, TX 0  item 4328
RACE FOUND!, TX 0  item 6224
RACE FOUND!, TX 0  item 3501
RACE FOUND!, TX 0  item 9621
RACE FOUND!, TX 0  item 9816
RACE FOUND!, TX 0  item 5887
RACE FOUND!, TX 0  item 2612
RACE FOUND!, TX 0  item 9181
RACE FOUND!, TX 0  item 2254
RACE FOUND!, TX 0  item 2866
RACE FOUND!, TX 0  item 3128
RACE FOUND!, TX 0  item 2628
RACE FOUND!, TX 0  item 1078
RACE FOUND!, TX 0  item 6849
RACE FOUND!, TX 0  item 8038
RACE FOUND!, TX 0  item 3226
RACE FOUND!, TX 0  item 838
RACE FOUND!, TX 0  item 538
RACE FOUND!, TX 0  item 6901
RACE FOUND!, TX 0  item 7569
RACE FOUND!, TX 0  item 8145
RACE FOUND!, TX 0  item 8649
RACE FOUND!, TX 0  item 6154
RACE FOUND!, TX 0  item 3701
RACE FOUND!, TX 0  item 9568
RACE FOUND!, TX 0  item 4355
RACE FOUND!, TX 0  item 9814
RACE FOUND!, TX 0  item 9814
RACE FOUND!, TX 0  item 2121
RACE FOUND!, TX 0  item 1805
RACE FOUND!, TX 0  item 7241
RACE FOUND!, TX 0  item 5714
RACE FOUND!, TX 0  item 8448
RACE FOUND!, TX 0  item 8677
RACE FOUND!, TX 0  item 5596
RACE FOUND!, TX 0  item 4260
RACE FOUND!, TX 0  item 536
RACE FOUND!, TX 0  item 739
RACE FOUND!, TX 0  item 739
RACE FOUND!, TX 0  item 1618
RACE FOUND!, TX 0  item 4304
RACE FOUND!, TX 0  item 4708
RACE FOUND!, TX 0  item 7182
RACE FOUND!, TX 0  item 3536
RACE FOUND!, TX 0  item 4652
RACE FOUND!, TX 0  item 5052
RACE FOUND!, TX 0  item 5623
RACE FOUND!, TX 0  item 3397
RACE FOUND!, TX 0  item 6467
RACE FOUND!, TX 0  item 7794
RACE FOUND!, TX 0  item 7890
RACE FOUND!, TX 0  item 6427
RACE FOUND!, TX 0  item 6427
RACE FOUND!, TX 0  item 9673
RACE FOUND!, TX 0  item 2662
RACE FOUND!, TX 0  item 2010
RACE FOUND!, TX 0  item 7154
RACE FOUND!, TX 0  item 4577
RACE FOUND!, TX 0  item 6816
RACE FOUND!, TX 0  item 5893
RACE FOUND!, TX 0  item 862
RACE FOUND!, TX 0  item 4321
RACE FOUND!, TX 0  item 7086
RACE FOUND!, TX 0  item 7090
RACE FOUND!, TX 0  item 8922
RACE FOUND!, TX 0  item 7518
RACE FOUND!, TX 0  item 8511
RACE FOUND!, TX 0  item 8708
RACE FOUND!, TX 0  item 7531
RACE FOUND!, TX 0  item 206
RACE FOUND!, TX 0  item 5193
RACE FOUND!, TX 0  item 626
RACE FOUND!, TX 0  item 9966
RACE FOUND!, TX 0  item 8473
RACE FOUND!, TX 0  item 8473
RACE FOUND!, TX 0  item 6522
RACE FOUND!, TX 0  item 6952
RACE FOUND!, TX 0  item 4832
RACE FOUND!, TX 0  item 3769
RACE FOUND!, TX 0  item 6528
RACE FOUND!, TX 0  item 855
RACE FOUND!, TX 0  item 1635
RACE FOUND!, TX 0  item 2643
RACE FOUND!, TX 0  item 8963
RACE FOUND!, TX 0  item 1736
RACE FOUND!, TX 0  item 1736
RACE FOUND!, TX 0  item 1687
RACE FOUND!, TX 0  item 9438
RACE FOUND!, TX 0  item 2976
RACE FOUND!, TX 0  item 6679
RACE FOUND!, TX 0  item 3902
RACE FOUND!, TX 0  item 7340
RACE FOUND!, TX 0  item 7340
RACE FOUND!, TX 0  item 470
RACE FOUND!, TX 0  item 7029
RACE FOUND!, TX 0  item 5852
RACE FOUND!, TX 0  item 1526
RACE FOUND!, TX 0  item 1526
RACE FOUND!, TX 0  item 5876
RACE FOUND!, TX 0  item 9838
RACE FOUND!, TX 0  item 570
RACE FOUND!, TX 0  item 4950
RACE FOUND!, TX 0  item 5989
RACE FOUND!, TX 0  item 5989
RACE FOUND!, TX 0  item 566
RACE FOUND!, TX 0  item 566
RACE FOUND!, TX 0  item 5979
RACE FOUND!, TX 0  item 9658
RACE FOUND!, TX 0  item 2852
RACE FOUND!, TX 0  item 7943
RACE FOUND!, TX 0  item 5388
RACE FOUND!, TX 0  item 5388
RACE FOUND!, TX 0  item 4583
RACE FOUND!, TX 0  item 374
RACE FOUND!, TX 0  item 374
RACE FOUND!, TX 0  item 8552
RACE FOUND!, TX 0  item 4113
RACE FOUND!, TX 0  item 1229
RACE FOUND!, TX 0  item 685
RACE FOUND!, TX 0  item 917
RACE FOUND!, TX 0  item 917
RACE FOUND!, TX 0  item 1234
RACE FOUND!, TX 0  item 814
RACE FOUND!, TX 0  item 4021
RACE FOUND!, TX 0  item 9551
RACE FOUND!, TX 0  item 3291
RACE FOUND!, TX 0  item 1636
RACE FOUND!, TX 0  item 8455
RACE FOUND!, TX 0  item 8945
RACE FOUND!, TX 0  item 347
RACE FOUND!, TX 0  item 5158
RACE FOUND!, TX 0  item 8957
RACE FOUND!, TX 0  item 8957
RACE FOUND!, TX 0  item 3108
RACE FOUND!, TX 0  item 8687
RACE FOUND!, TX 0  item 9314
RACE FOUND!, TX 0  item 6484
RACE FOUND!, TX 0  item 5275
RACE FOUND!, TX 0  item 6457
RACE FOUND!, TX 0  item 6457
RACE FOUND!, TX 0  item 3214
RACE FOUND!, TX 0  item 1891
RACE FOUND!, TX 0  item 986
RACE FOUND!, TX 0  item 986
RACE FOUND!, TX 0  item 6621
RACE FOUND!, TX 0  item 3636
RACE FOUND!, TX 0  item 5883
RACE FOUND!, TX 0  item 421
RACE FOUND!, TX 0  item 421
RACE FOUND!, TX 0  item 3609
RACE FOUND!, TX 0  item 351
RACE FOUND!, TX 0  item 7463
RACE FOUND!, TX 0  item 7463
RACE FOUND!, TX 0  item 3955
RACE FOUND!, TX 0  item 7275
RACE FOUND!, TX 0  item 4861
RACE FOUND!, TX 0  item 9998
RACE FOUND!, TX 0  item 2294
RACE FOUND!, TX 0  item 8880
RACE FOUND!, TX 0  item 8880
RACE FOUND!, TX 0  item 7680
RACE FOUND!, TX 0  item 4180
RACE FOUND!, TX 0  item 3319
RACE FOUND!, TX 0  item 1879
RACE FOUND!, TX 0  item 4432
RACE FOUND!, TX 0  item 4432
RACE FOUND!, TX 0  item 6242
RACE FOUND!, TX 0  item 6242
RACE FOUND!, TX 0  item 2197
RACE FOUND!, TX 0  item 8045
RACE FOUND!, TX 0  item 8819
RACE FOUND!, TX 0  item 1247
RACE FOUND!, TX 0  item 1213
RACE FOUND!, TX 0  item 2110
RACE FOUND!, TX 0  item 4102
RACE FOUND!, TX 0  item 5035
RACE FOUND!, TX 0  item 7904
RACE FOUND!, TX 0  item 7904
RACE FOUND!, TX 0  item 9346
RACE FOUND!, TX 0  item 5281
RACE FOUND!, TX 0  item 3549
RACE FOUND!, TX 0  item 6601
RACE FOUND!, TX 0  item 2277
RACE FOUND!, TX 0  item 2220
RACE FOUND!, TX 0  item 6822
RACE FOUND!, TX 0  item 6822
RACE FOUND!, TX 0  item 4503
RACE FOUND!, TX 0  item 1047
RACE FOUND!, TX 0  item 2301
RACE FOUND!, TX 0  item 9239
RACE FOUND!, TX 0  item 7016
RACE FOUND!, TX 0  item 357
RACE FOUND!, TX 0  item 1053
RACE FOUND!, TX 0  item 2211
RACE FOUND!, TX 0  item 4097
RACE FOUND!, TX 0  item 4097
RACE FOUND!, TX 0  item 3877
RACE FOUND!, TX 0  item 5661
RACE FOUND!, TX 0  item 2115
RACE FOUND!, TX 0  item 4377
RACE FOUND!, TX 0  item 9485
RACE FOUND!, TX 0  item 3889
RACE FOUND!, TX 0  item 5917
RACE FOUND!, TX 0  item 1787
RACE FOUND!, TX 0  item 780
RACE FOUND!, TX 0  item 6879
RACE FOUND!, TX 0  item 3384
RACE FOUND!, TX 0  item 6931
RACE FOUND!, TX 0  item 8448
RACE FOUND!, TX 0  item 5909
RACE FOUND!, TX 0  item 1903
RACE FOUND!, TX 0  item 1903
RACE FOUND!, TX 0  item 6716
RACE FOUND!, TX 0  item 1646
